City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Conditions
232,Oga,IT,2022-11-29 19:32:40,46.4631,10.347,30.88,98,100,3.74,overcast clouds
233,Sambava,MG,2022-11-29 19:37:08,-14.2667,50.1667,73.17,86,0,4.5,clear sky
234,Wahiawa,US,2022-11-29 19:37:09,21.5028,-158.0236,80.37,63,0,0.0,clear sky
235,Tonantins,BR,2022-11-29 19:37:10,-2.8731,-67.8022,91.76,48,100,5.28,overcast clouds
236,Copala,MX,2022-11-29 19:37:10,16.65,-98.9833,84.49,60,100,5.5,overcast clouds
237,Tawang,IN,2022-11-29 19:37:12,27.5833,91.8667,35.71,55,0,6.44,clear sky
238,Llangefni,GB,2022-11-29 19:37:12,53.2556,-4.3106,48.11,90,40,6.91,scattered clouds
239,Bhadasar,IN,2022-11-29 19:37:13,28.2833,74.3167,61.63,25,100,2.15,overcast clouds
240,Esperance,AU,2022-11-29 19:37:14,-33.8667,121.9,61.16,71,8,17.85,clear sky
241,Saldanha,ZA,2022-11-29 19:37:14,-33.0117,17.9442,63.12,94,0,4.18,clear sky
242,Beringovskiy,RU,2022-11-29 19:37:15,63.05,179.3167,29.23,96,100,7.07,overcast clouds
243,Adrar,MR,2022-11-29 19:37:15,20.5022,-10.0711,68.52,17,0,9.26,clear sky
244,Arlit,NE,2022-11-29 19:37:16,18.7369,7.3853,72.93,20,7,6.08,clear sky
245,Kalabo,ZM,2022-11-29 19:37:16,-14.97,22.6814,69.91,72,84,4.21,broken clouds
246,Fairbanks,US,2022-11-29 19:36:17,64.8378,-147.7164,-12.41,78,0,0.0,clear sky
247,Sorland,NO,2022-11-29 19:37:17,67.667,12.6934,40.86,69,100,16.06,overcast clouds
248,Axim,GH,2022-11-29 19:37:17,4.8699,-2.2405,79.27,79,49,5.39,scattered clouds
249,Burnie,AU,2022-11-29 19:37:18,-41.0667,145.9167,52.95,86,75,8.57,broken clouds
250,Henties Bay,NA,2022-11-29 19:37:19,-22.116,14.2845,60.17,80,33,8.14,scattered clouds
251,Acari,PE,2022-11-29 19:37:19,-15.4311,-74.6158,74.26,72,86,9.33,overcast clouds
252,Luganville,VU,2022-11-29 19:37:20,-15.5333,167.1667,82.0,76,57,2.33,broken clouds
253,Adre,TD,2022-11-29 19:37:20,13.4667,22.2,73.81,24,53,8.63,broken clouds
254,Svit,SK,2022-11-29 19:37:21,49.0601,20.2069,30.11,93,0,6.91,clear sky
255,Cidreira,BR,2022-11-29 19:37:21,-30.1811,-50.2056,72.81,83,13,15.12,few clouds
256,Buta,CD,2022-11-29 19:37:22,2.7858,24.73,70.11,97,80,2.57,moderate rain
257,Taltal,CL,2022-11-29 19:37:22,-25.4,-70.4833,65.66,72,32,5.77,scattered clouds
258,Nantucket,US,2022-11-29 19:36:47,41.2835,-70.0995,48.0,78,95,2.8,overcast clouds
259,Berestechko,UA,2022-11-29 19:37:24,50.3605,25.1107,33.01,99,100,5.57,overcast clouds
260,Sao Joao Da Barra,BR,2022-11-29 19:37:24,-21.6403,-41.0511,75.29,90,98,18.3,overcast clouds
261,Pisco,PE,2022-11-29 19:37:25,-13.7,-76.2167,72.01,78,0,9.22,clear sky
262,Shimoda,JP,2022-11-29 19:37:25,34.6667,138.95,66.11,86,40,14.63,scattered clouds
263,Cozumel,MX,2022-11-29 19:37:26,20.5083,-86.9458,86.07,67,75,12.66,broken clouds
264,Rio Grande,BR,2022-11-29 19:37:27,-32.035,-52.0986,82.51,72,10,15.35,clear sky
265,Porto Novo,BJ,2022-11-29 19:37:27,6.4965,2.6036,82.22,80,100,6.91,overcast clouds
266,Bagdarin,RU,2022-11-29 19:37:28,54.4333,113.6,-23.85,89,39,4.76,scattered clouds
267,Bubaque,GW,2022-11-29 19:37:28,11.2833,-15.8333,81.18,59,72,9.06,broken clouds
268,Sabinas Hidalgo,MX,2022-11-29 19:37:29,26.5,-100.1667,86.76,26,2,3.29,clear sky
269,Necochea,AR,2022-11-29 19:37:29,-38.5473,-58.7368,82.31,47,100,8.59,overcast clouds
270,Kolpashevo,RU,2022-11-29 19:37:29,58.3131,82.9089,-19.89,99,44,3.38,scattered clouds
271,Sale,MA,2022-11-29 19:37:30,34.0389,-6.8166,57.74,87,0,3.44,clear sky
272,Gazanjyk,TM,2022-11-29 19:37:30,39.2446,55.5154,51.89,74,26,5.93,scattered clouds
273,Hofn,IS,2022-11-29 19:37:31,64.2539,-15.2082,41.5,88,100,7.67,overcast clouds
274,Gillette,US,2022-11-29 19:37:31,44.2911,-105.5022,13.1,73,100,12.66,overcast clouds
275,Marsh Harbour,BS,2022-11-29 19:35:47,26.5412,-77.0636,77.2,70,11,16.73,few clouds
276,Tura,IN,2022-11-29 19:33:58,25.5198,90.2201,62.01,86,0,3.42,clear sky
277,Carai,BR,2022-11-29 19:38:32,-17.1889,-41.6947,73.53,88,86,2.66,overcast clouds
278,Flin Flon,CA,2022-11-29 19:38:32,54.7682,-101.865,4.84,66,100,19.57,light snow
279,Concarneau,FR,2022-11-29 19:38:32,47.875,-3.9225,48.99,78,100,5.7,overcast clouds
280,Saskylakh,RU,2022-11-29 19:38:33,71.9167,114.0833,-26.91,100,88,7.23,overcast clouds
281,Mamaku,NZ,2022-11-29 19:38:33,-38.1,176.0833,58.39,96,100,6.6,overcast clouds
282,Matagami,CA,2022-11-29 19:38:34,49.7502,-77.6328,23.11,74,0,16.11,clear sky
283,Chuy,UY,2022-11-29 19:38:34,-33.6971,-53.4616,74.44,61,3,14.27,clear sky
284,Atchison,US,2022-11-29 19:38:34,39.563,-95.1216,35.58,80,97,19.91,overcast clouds
285,Talaya,RU,2022-11-29 19:38:35,61.3833,152.75,-30.42,100,94,2.15,overcast clouds
286,Champerico,GT,2022-11-29 19:38:35,14.3,-91.9167,91.94,72,97,5.84,moderate rain
287,Ullapool,GB,2022-11-29 19:38:35,57.8987,-5.1604,37.35,84,94,4.94,overcast clouds
288,Tucuman,AR,2022-11-29 19:38:36,-26.8241,-65.2226,95.0,31,75,13.8,broken clouds
289,Longyearbyen,SJ,2022-11-29 19:38:36,78.2186,15.6401,42.64,75,40,14.97,light rain
290,Bongaree,AU,2022-11-29 19:38:36,-27.0797,153.1586,75.22,74,100,21.63,overcast clouds
291,Skjervoy,NO,2022-11-29 19:38:37,70.0311,20.9714,33.8,66,85,9.53,overcast clouds
292,Turayf,SA,2022-11-29 19:38:37,31.6725,38.6637,52.05,100,75,3.44,broken clouds
293,Kabinda,CD,2022-11-29 19:38:37,-6.1333,24.4833,64.29,98,100,3.2,overcast clouds
294,Coronel Bogado,PY,2022-11-29 19:38:38,-27.1833,-56.3,91.89,36,10,4.16,clear sky
295,Zhuhai,CN,2022-11-29 19:38:38,22.2769,113.5678,76.86,94,20,0.0,few clouds
296,Honningsvag,NO,2022-11-29 19:38:38,70.9821,25.9704,37.15,81,100,12.66,overcast clouds
297,Nexo,DK,2022-11-29 19:38:39,55.0607,15.1306,39.29,77,100,15.7,overcast clouds
298,Trincomalee,LK,2022-11-29 19:38:39,8.5711,81.2335,78.21,71,19,6.76,few clouds
299,Akyab,MM,2022-11-29 19:38:39,20.15,92.9,77.11,86,14,5.41,few clouds
300,Vicksburg,US,2022-11-29 19:36:36,32.3526,-90.8779,78.53,83,100,18.41,overcast clouds
301,Songea,TZ,2022-11-29 19:38:40,-10.6833,35.65,74.55,57,20,5.75,few clouds
302,Jiexiu,CN,2022-11-29 19:38:40,37.0244,111.9125,15.84,13,97,6.15,overcast clouds
303,Dauriya,RU,2022-11-29 19:38:41,49.9333,116.8667,-14.37,90,45,10.83,scattered clouds
304,Vanavara,RU,2022-11-29 19:38:41,60.34,102.2797,-6.65,98,98,5.77,overcast clouds
305,Hambantota,LK,2022-11-29 19:38:41,6.1241,81.1185,75.56,83,99,11.39,overcast clouds
306,San Jose,US,2022-11-29 19:34:44,37.3394,-121.895,58.71,48,20,4.0,few clouds
307,Nkowakowa,ZA,2022-11-29 19:38:42,-23.8878,30.2871,68.09,65,63,5.06,broken clouds
308,Nome,US,2022-11-29 19:38:42,64.5011,-165.4064,14.07,73,0,12.66,clear sky
309,Clyde River,CA,2022-11-29 19:38:43,70.4692,-68.5914,-23.57,69,0,12.66,clear sky
310,Semnan,IR,2022-11-29 19:38:43,35.5729,53.3971,49.84,43,0,2.3,clear sky
311,Lavumisa,SZ,2022-11-29 19:38:43,-27.31,31.892,64.33,78,40,1.36,scattered clouds
312,Yakeshi,CN,2022-11-29 19:38:44,49.2833,120.7333,-27.13,100,74,6.6,broken clouds
313,Namibe,AO,2022-11-29 19:38:44,-15.1961,12.1522,69.8,83,98,9.69,overcast clouds
314,Airai,TL,2022-11-29 19:38:44,-8.9266,125.4092,59.9,94,86,0.56,overcast clouds
315,Vila Do Maio,CV,2022-11-29 19:38:45,15.1333,-23.2167,77.79,67,1,14.58,clear sky
316,Bireun,ID,2022-11-29 19:38:45,5.203,96.7009,77.34,83,100,3.06,overcast clouds
317,Lavrentiya,RU,2022-11-29 19:38:46,65.5833,-171.0,26.76,97,100,10.07,light snow
318,Vuktyl,RU,2022-11-29 19:38:46,63.8567,57.3094,4.23,97,100,3.4,overcast clouds
319,Sisimiut,GL,2022-11-29 19:38:46,66.9395,-53.6735,20.25,89,99,13.69,overcast clouds
320,Phuket,TH,2022-11-29 19:39:47,8.0,98.25,86.13,94,20,2.3,few clouds
321,Elizabeth City,US,2022-11-29 19:39:47,36.2946,-76.2511,62.02,56,0,4.61,clear sky
322,Port Macquarie,AU,2022-11-29 19:38:51,-31.4333,152.9167,61.9,63,42,5.79,scattered clouds
323,Majene,ID,2022-11-29 19:39:47,-3.5403,118.9707,79.16,81,100,5.48,overcast clouds
324,Praia,CV,2022-11-29 19:39:48,14.9215,-23.5087,77.54,69,75,13.8,broken clouds
325,Talnakh,RU,2022-11-29 19:39:48,69.4865,88.3972,-14.85,99,89,6.62,overcast clouds
326,Abdanan,IR,2022-11-29 19:39:49,32.9926,47.4198,63.63,46,100,1.81,overcast clouds
327,Palana,RU,2022-11-29 19:39:49,59.1167,159.9667,10.4,82,46,9.42,scattered clouds
328,Meulaboh,ID,2022-11-29 19:39:49,4.1363,96.1285,75.61,90,99,4.07,overcast clouds
329,Tornio,FI,2022-11-29 19:39:50,65.8481,24.1466,30.22,87,100,10.38,overcast clouds
330,Chukhloma,RU,2022-11-29 19:39:50,58.7525,42.6825,8.4,96,21,2.08,few clouds
331,Saint-Pierre,RE,2022-11-29 19:39:50,-21.3393,55.4781,76.68,69,75,3.44,broken clouds
332,Novyy Urengoy,RU,2022-11-29 19:37:35,66.0833,76.6333,4.44,97,97,4.79,overcast clouds
333,Borovskoy,KZ,2022-11-29 19:39:51,53.8,64.15,-4.9,92,21,5.17,few clouds
334,Koungou,YT,2022-11-29 19:39:51,-12.7336,45.2042,78.51,78,20,5.75,few clouds
335,Launceston,AU,2022-11-29 19:39:52,-41.45,147.1667,52.81,89,13,8.05,few clouds
336,Nador,MA,2022-11-29 19:39:52,35.174,-2.9287,57.45,67,0,4.61,clear sky
337,Ponta Do Sol,PT,2022-11-29 19:39:52,32.6667,-17.1,66.0,60,24,3.31,few clouds
338,Pandhurna,IN,2022-11-29 19:39:53,21.6,78.5167,60.96,48,2,3.91,clear sky
339,Zyryanovsk,KZ,2022-11-29 19:39:53,49.7386,84.2719,-28.64,97,13,1.88,few clouds
340,Ferme-Neuve,CA,2022-11-29 19:39:53,46.7001,-75.4493,31.33,61,100,5.1,overcast clouds
341,Hollins,US,2022-11-29 19:39:54,37.3413,-79.9431,59.59,59,40,9.22,scattered clouds
342,Margate,GB,2022-11-29 19:37:01,51.3813,1.3862,49.69,89,99,1.01,overcast clouds
343,Mabaruma,GY,2022-11-29 19:39:54,8.2,-59.7833,76.44,95,100,5.66,overcast clouds
344,Agadir,MA,2022-11-29 19:39:55,30.4202,-9.5982,63.05,68,0,3.62,clear sky
345,Rapid Valley,US,2022-11-29 19:39:55,44.0625,-103.1463,28.76,35,0,27.63,clear sky
346,Aripuana,BR,2022-11-29 19:39:56,-9.1667,-60.6333,91.63,43,86,2.35,overcast clouds
347,Tazovskiy,RU,2022-11-29 19:39:56,67.4667,78.7,-0.42,99,86,4.21,overcast clouds
348,Sadiqabad,PK,2022-11-29 19:39:56,28.3062,70.1307,64.83,20,0,4.14,clear sky
349,Murray Bridge,AU,2022-11-29 19:39:57,-35.1167,139.2667,53.33,87,15,3.09,few clouds
350,Kapit,MY,2022-11-29 19:39:57,2.0167,112.9333,73.42,100,100,2.01,overcast clouds
351,Port Hedland,AU,2022-11-29 19:39:57,-20.3167,118.5667,77.05,94,100,6.91,overcast clouds
352,Pontianak,ID,2022-11-29 19:39:58,-0.0333,109.3333,75.18,100,75,3.44,broken clouds
353,Teknaf,BD,2022-11-29 19:39:58,20.8624,92.3058,75.34,91,13,4.14,few clouds
354,Novikovo,RU,2022-11-29 19:39:58,51.1537,37.8879,23.92,70,39,11.25,scattered clouds
355,Thinadhoo,MV,2022-11-29 19:39:59,0.5333,72.9333,80.85,72,100,5.23,overcast clouds
356,Vao,NC,2022-11-29 19:39:59,-22.6667,167.4833,78.22,87,64,12.12,broken clouds
357,Grand Gaube,MU,2022-11-29 19:39:59,-20.0064,57.6608,73.8,73,43,1.99,scattered clouds
358,Soledade,BR,2022-11-29 19:40:00,-28.8183,-52.5103,72.66,62,51,10.98,broken clouds
359,Katobu,ID,2022-11-29 19:40:00,-4.9408,122.5276,74.79,96,100,2.51,overcast clouds
360,Padang,ID,2022-11-29 19:40:01,-0.9492,100.3543,77.04,88,100,2.44,overcast clouds
361,Daru,PG,2022-11-29 19:40:01,-9.0763,143.2092,76.33,89,96,7.09,overcast clouds
362,Changji,CN,2022-11-29 19:40:02,44.0167,87.3167,-3.21,71,0,2.24,clear sky
363,Ayni,TJ,2022-11-29 19:40:03,39.3941,68.5377,32.41,79,20,7.23,few clouds
364,Progreso,MX,2022-11-29 19:40:04,21.2833,-89.6667,88.11,55,11,9.91,few clouds
365,Tutoia,BR,2022-11-29 19:40:04,-2.7619,-42.2744,80.58,74,68,8.57,broken clouds
366,Tayshet,RU,2022-11-29 19:41:05,55.9342,98.0044,-2.18,84,100,10.36,overcast clouds
367,Caraballeda,VE,2022-11-29 19:41:05,10.6112,-66.8522,89.67,81,40,2.3,scattered clouds
368,Cuamba,MZ,2022-11-29 19:41:07,-14.8031,36.5372,69.3,83,100,6.35,light rain
369,Morant Bay,JM,2022-11-29 19:41:07,17.8815,-76.4093,85.62,63,6,10.16,clear sky
370,Ati,TD,2022-11-29 19:41:08,13.2154,18.3353,75.94,17,13,8.7,few clouds
371,Besleney,RU,2022-11-29 19:41:09,44.2405,41.7387,34.43,86,99,13.44,overcast clouds
372,Norman Wells,CA,2022-11-29 19:41:09,65.282,-126.8329,-38.16,67,75,0.0,broken clouds
373,Soyo,AO,2022-11-29 19:41:10,-6.1349,12.3689,77.92,83,100,3.36,moderate rain
374,Olafsvik,IS,2022-11-29 19:41:10,64.8945,-23.7142,41.94,88,100,22.79,light rain
375,Westport,US,2022-11-29 19:38:29,41.1415,-73.3579,45.09,59,0,8.05,clear sky
376,Orlik,RU,2022-11-29 19:41:11,52.5178,99.825,-19.57,91,99,3.22,overcast clouds
377,Cockburn Town,TC,2022-11-29 19:41:12,21.4612,-71.1419,80.6,74,24,15.61,few clouds
378,Yanaul,RU,2022-11-29 19:41:12,56.2719,54.9309,3.87,97,99,2.21,overcast clouds
379,Molokovo,RU,2022-11-29 19:41:12,58.1661,36.7628,9.9,95,86,4.83,overcast clouds
380,Acarau,BR,2022-11-29 19:41:13,-2.8856,-40.12,80.94,69,98,12.48,overcast clouds
381,Port Hueneme,US,2022-11-29 19:39:20,34.1478,-119.1951,67.87,53,0,10.36,clear sky
382,Monterrey,MX,2022-11-29 19:40:28,25.6667,-100.3167,90.72,48,4,3.0,clear sky
383,Tarata,BO,2022-11-29 19:41:14,-17.6167,-66.0167,81.82,45,90,12.64,overcast clouds
384,Windhoek,NA,2022-11-29 19:36:59,-22.5594,17.0832,73.11,49,79,6.91,broken clouds
385,Keti Bandar,PK,2022-11-29 19:41:15,24.1447,67.4497,73.87,24,0,8.63,clear sky
386,Codrington,AU,2022-11-29 19:41:15,-38.2667,141.9667,50.7,90,63,5.06,broken clouds
387,Cape Coast,GH,2022-11-29 19:41:16,5.1053,-1.2466,80.01,80,83,7.81,broken clouds
388,Zyryanka,RU,2022-11-29 19:41:16,65.75,150.85,-18.98,98,100,6.24,overcast clouds
389,Lindi,TZ,2022-11-29 19:41:17,-10.0,39.7167,75.47,88,49,3.83,scattered clouds
390,Grande Riviere Du Nord,HT,2022-11-29 19:41:17,19.5833,-72.1833,79.88,68,88,8.81,overcast clouds
391,Tecoanapa,MX,2022-11-29 19:41:17,16.5167,-98.75,83.52,64,100,7.58,overcast clouds
392,Vila Franca Do Campo,PT,2022-11-29 19:41:18,37.7167,-25.4333,66.2,91,72,5.82,broken clouds
393,Bayangol,RU,2022-11-29 19:41:18,50.6977,103.4656,-20.52,97,57,2.98,broken clouds
394,Kaeo,NZ,2022-11-29 19:41:18,-35.1,173.7833,65.32,96,18,8.95,few clouds
395,Sembe,CG,2022-11-29 19:41:19,1.6481,14.5806,70.23,96,91,2.75,overcast clouds
396,Berlevag,NO,2022-11-29 19:41:19,70.8578,29.0864,35.6,80,40,17.27,scattered clouds
397,Novovarshavka,RU,2022-11-29 19:41:20,54.1721,74.6946,-0.65,82,100,6.98,overcast clouds
398,La Paz,BO,2022-11-29 19:38:38,-16.5,-68.15,60.78,28,40,11.5,scattered clouds
399,Marawi,PH,2022-11-29 19:41:20,7.9986,124.2928,67.69,94,100,1.57,overcast clouds
400,Urucui,BR,2022-11-29 19:41:21,-7.2294,-44.5561,72.55,96,100,4.0,overcast clouds
401,Malur,IN,2022-11-29 19:41:21,13.0075,77.9378,66.16,91,8,4.32,clear sky
402,Pangnirtung,CA,2022-11-29 19:41:22,66.1451,-65.7125,1.4,85,100,12.66,light snow
403,Tateyama,JP,2022-11-29 19:41:22,34.9833,139.8667,64.09,88,79,18.99,broken clouds
404,Olinda,BR,2022-11-29 19:41:22,-8.0089,-34.8553,80.33,69,75,10.36,broken clouds
405,Sioux Lookout,CA,2022-11-29 19:41:23,50.1001,-91.917,23.07,63,75,6.91,broken clouds
406,Deputatskiy,RU,2022-11-29 19:41:23,69.3,139.9,-19.19,99,100,2.44,overcast clouds
407,Udachnyy,RU,2022-11-29 19:41:24,66.4167,112.4,-2.56,76,100,12.75,light snow
408,Marsa Matruh,EG,2022-11-29 19:41:25,31.3525,27.2453,61.0,72,0,0.0,clear sky
409,Gigmoto,PH,2022-11-29 19:41:25,13.7796,124.39,80.96,82,51,9.57,broken clouds
410,Chandler,US,2022-11-29 19:41:26,33.3062,-111.8412,67.64,46,0,3.44,clear sky
411,Ostersund,SE,2022-11-29 19:41:26,63.1792,14.6357,33.62,100,100,8.05,overcast clouds
412,Teya,RU,2022-11-29 19:41:26,60.3778,92.6267,-19.91,100,96,2.8,overcast clouds
413,Pavlogradka,RU,2022-11-29 19:42:27,54.2024,73.5592,-0.4,83,100,8.25,overcast clouds
414,Fare,PF,2022-11-29 19:42:27,-16.7,-151.0167,79.07,77,5,13.18,light rain
415,Rorvik,NO,2022-11-29 19:42:27,64.8621,11.2373,39.31,65,20,11.5,few clouds
416,Paranhos,BR,2022-11-29 19:42:28,-23.8928,-55.4311,81.3,51,91,1.23,overcast clouds
417,Sagae,JP,2022-11-29 19:42:28,38.3725,140.2725,54.52,95,100,1.9,overcast clouds
418,Ilheus,BR,2022-11-29 19:42:29,-14.7889,-39.0494,80.42,89,75,5.75,broken clouds
419,Show Low,US,2022-11-29 19:42:29,34.2542,-110.0298,48.49,49,0,14.97,clear sky
420,Huilong,CN,2022-11-29 19:42:29,31.8111,121.655,42.93,69,100,23.35,overcast clouds
421,Baryshivka,UA,2022-11-29 19:42:30,50.361,31.3217,32.43,70,100,9.53,overcast clouds
422,Hami,CN,2022-11-29 19:42:30,42.8,93.45,9.25,22,0,4.25,clear sky
423,Itanagar,IN,2022-11-29 19:42:30,27.1,93.6167,60.12,54,6,4.12,clear sky
424,Kuching,MY,2022-11-29 19:42:31,1.55,110.3333,81.01,96,40,1.14,scattered clouds
425,Mareeba,AU,2022-11-29 19:42:31,-17.0,145.4333,71.44,97,69,1.86,broken clouds
426,Lubango,AO,2022-11-29 19:42:31,-14.9172,13.4925,63.37,84,100,7.4,light rain
427,Harper,LR,2022-11-29 19:41:01,4.375,-7.7169,78.17,83,9,4.18,clear sky
428,Eastlake,US,2022-11-29 19:42:32,41.6539,-81.4504,52.88,72,100,12.66,overcast clouds
429,Morehead,US,2022-11-29 19:42:32,37.2711,-87.1764,61.95,82,100,12.66,heavy intensity rain
430,Churapcha,RU,2022-11-29 19:42:33,62.0025,132.4325,-35.43,96,100,4.83,overcast clouds
431,Vila Velha,BR,2022-11-29 19:39:50,-20.3297,-40.2925,75.15,83,75,12.66,broken clouds
432,Toora-Khem,RU,2022-11-29 19:42:33,52.4675,96.11,-7.87,98,100,0.76,overcast clouds
433,La Ronge,CA,2022-11-29 19:42:33,55.1001,-105.2842,3.45,60,75,14.97,broken clouds
434,Kenai,US,2022-11-29 19:42:34,60.5544,-151.2583,-12.91,77,0,3.44,clear sky
435,Le Port,RE,2022-11-29 19:42:34,-20.9373,55.2919,77.0,64,81,4.61,broken clouds
436,Luau,AO,2022-11-29 19:42:34,-10.7073,22.2247,62.04,94,94,3.85,overcast clouds
437,Port Hardy,CA,2022-11-29 19:42:35,50.6996,-127.4199,32.18,93,100,34.52,light snow
438,Roura,GF,2022-11-29 19:42:35,4.7263,-52.3274,75.11,94,75,3.44,broken clouds
439,Nouadhibou,MR,2022-11-29 19:42:35,20.931,-17.0347,67.98,68,0,12.66,clear sky
440,Victor Harbor,AU,2022-11-29 19:42:36,-35.5667,138.6167,57.99,70,47,5.59,scattered clouds
441,Atar,MR,2022-11-29 19:42:36,20.5169,-13.0499,73.15,15,0,8.93,clear sky
442,Petropavlovsk-Kamchatskiy,RU,2022-11-29 19:38:27,53.0452,158.6483,14.59,79,100,8.95,light shower snow
443,Waipawa,NZ,2022-11-29 19:38:26,-41.4122,175.5153,61.77,76,65,15.86,broken clouds
444,Nuuk,GL,2022-11-29 19:42:37,64.1835,-51.7216,29.01,93,75,12.66,broken clouds
445,Puerto Escondido,MX,2022-11-29 19:42:37,15.85,-97.0667,86.83,58,20,4.61,few clouds
446,Jaru,BR,2022-11-29 19:42:37,-10.4389,-62.4664,90.91,51,99,1.86,overcast clouds
447,Mao,ES,2022-11-29 19:41:24,39.8885,4.2658,54.16,66,40,12.66,scattered clouds
448,Tupelo,US,2022-11-29 19:42:38,34.2576,-88.7034,71.42,80,100,4.61,overcast clouds
449,Vestmannaeyjar,IS,2022-11-29 19:42:38,63.4427,-20.2734,45.55,90,100,39.26,overcast clouds
450,Ulaangom,MN,2022-11-29 19:42:39,49.9811,92.0667,-16.08,92,78,4.23,broken clouds
451,Warrnambool,AU,2022-11-29 19:42:39,-38.3833,142.4833,53.65,82,91,6.33,overcast clouds
452,Petropavlovka,RU,2022-11-29 19:42:39,50.6114,105.3196,-3.37,82,100,5.77,overcast clouds
453,Batagay-Alyta,RU,2022-11-29 19:42:40,67.8006,130.4114,-26.45,90,100,2.89,overcast clouds
454,Santa Rosa,PH,2022-11-29 19:42:40,14.3122,121.1114,80.58,86,94,6.89,overcast clouds
455,Digby,CA,2022-11-29 19:42:40,44.6169,-65.7655,36.55,52,14,6.24,few clouds
456,Tobetsu,JP,2022-11-29 19:42:41,43.2169,141.5169,39.09,68,97,19.53,overcast clouds
457,Dakar,SN,2022-11-29 19:38:02,14.6937,-17.4441,79.68,69,9,4.61,dust
458,Tottori,JP,2022-11-29 19:42:41,35.5,134.2333,56.5,73,100,10.09,overcast clouds
459,San Carlos,VE,2022-11-29 19:40:57,9.6612,-68.5827,82.06,79,95,1.72,overcast clouds
460,Lorengau,PG,2022-11-29 19:42:42,-2.0226,147.2712,81.52,74,62,7.0,broken clouds
461,Ternovka,RU,2022-11-29 19:42:42,51.678,41.6375,23.56,60,28,8.52,scattered clouds
462,Ketchikan,US,2022-11-29 19:42:42,55.3422,-131.6461,27.07,36,0,3.44,clear sky
463,La Palma,US,2022-11-29 19:43:43,33.8464,-118.0467,67.91,64,75,4.61,broken clouds
464,Maceio,BR,2022-11-29 19:42:45,-9.6658,-35.7353,80.04,78,75,11.5,moderate rain
