City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
278,Acajutla,SV,2022-11-25 22:11:27,13.5928,-89.8275,82.35,75,31,3.71
279,Raglan,NZ,2022-11-25 22:11:28,-37.8,174.8833,69.1,57,19,7.96
280,Hohhot,CN,2022-11-25 22:11:28,40.8106,111.6522,18.84,20,73,3.09
281,Lasa,IT,2022-11-25 22:11:28,46.6166,10.7002,32.36,86,100,5.44
282,Saskylakh,RU,2022-11-25 22:11:29,71.9167,114.0833,-16.28,98,99,5.7
283,Helsinki,FI,2022-11-25 22:11:29,60.1695,24.9355,32.04,87,75,11.99
284,Santa Rosa,PH,2022-11-25 22:11:30,14.3122,121.1114,80.58,90,76,5.68
285,Vilhena,BR,2022-11-25 22:07:13,-12.7406,-60.1458,76.37,70,84,2.57
286,Rock Falls,US,2022-11-25 22:11:30,41.7798,-89.689,49.14,58,0,6.91
287,Sao Paulo De Olivenca,BR,2022-11-25 22:11:31,-3.3783,-68.8725,78.31,91,50,1.19
288,Khani,GE,2022-11-25 22:11:31,41.9563,42.9566,56.77,62,100,5.53
289,Bajil,YE,2022-11-25 22:11:31,15.0584,43.2851,79.61,67,1,1.97
290,Sungaipenuh,ID,2022-11-25 22:11:32,-2.0833,101.3833,63.72,97,100,1.05
291,Oistins,BB,2022-11-25 22:11:32,13.0667,-59.5333,80.69,74,20,14.97
292,Grand Gaube,MU,2022-11-25 22:11:32,-20.0064,57.6608,75.6,69,88,4.0
293,Dudinka,RU,2022-11-25 22:11:33,69.4058,86.1778,-12.39,99,100,7.09
294,Tingi,TZ,2022-11-25 22:11:33,-11.3,35.0333,65.73,60,3,6.62
295,Awjilah,LY,2022-11-25 22:11:33,29.1081,21.2869,62.38,68,46,6.13
296,Bethel,US,2022-11-25 22:10:06,41.3712,-73.414,50.49,63,60,1.99
297,Kanigiri,IN,2022-11-25 22:11:34,15.4,79.5167,72.91,90,89,1.63
298,Jacqueville,CI,2022-11-25 22:11:34,5.2052,-4.4146,80.62,83,17,9.57
299,Pangai,TO,2022-11-25 22:11:35,-19.8,-174.35,80.38,78,28,14.85
300,Rodnykove,UA,2022-11-25 22:11:35,45.043,33.9541,48.83,90,100,6.33
301,Flagstaff,US,2022-11-25 22:10:11,35.1981,-111.6513,51.84,24,0,10.36
302,Kerouane,GN,2022-11-25 22:11:35,9.2667,-9.0167,72.07,38,7,1.19
303,Sibolga,ID,2022-11-25 22:07:19,1.7427,98.7792,74.34,86,100,3.0
304,Belyy Yar,RU,2022-11-25 22:11:36,53.6039,91.3903,4.86,76,20,15.66
305,Aksu,CN,2022-11-25 22:11:36,41.1231,80.2644,34.18,41,2,2.64
306,Jackson,US,2022-11-25 22:09:33,42.4165,-122.8345,56.44,57,0,0.0
307,Keetmanshoop,NA,2022-11-25 22:11:37,-26.5833,18.1333,69.53,24,6,13.8
308,Tommot,RU,2022-11-25 22:11:37,58.9564,126.2925,-43.1,100,81,0.76
309,George Town,MY,2022-11-25 22:07:04,5.4112,100.3354,80.24,87,20,0.0
310,Sokolka,PL,2022-11-25 22:11:38,53.4072,23.5023,27.68,89,100,2.77
311,Marana,US,2022-11-25 22:11:38,32.4367,-111.2254,69.44,19,0,4.61
312,Krasyliv,UA,2022-11-25 22:11:39,49.6519,26.9725,32.41,94,100,8.14
313,Placido De Castro,BR,2022-11-25 22:11:39,-10.3353,-67.1856,76.77,88,91,3.71
314,Hofn,IS,2022-11-25 22:11:39,64.2539,-15.2082,41.67,91,80,11.65
315,Talnakh,RU,2022-11-25 22:11:40,69.4865,88.3972,-12.8,99,100,1.54
316,Kaoma,ZM,2022-11-25 22:11:40,-14.7833,24.8,64.69,86,85,2.73
317,Narsaq,GL,2022-11-25 22:11:40,60.9167,-46.05,46.62,64,99,10.18
318,Airai,TL,2022-11-25 22:11:41,-8.9266,125.4092,62.42,86,100,1.05
319,Kavaratti,IN,2022-11-25 22:11:41,10.5669,72.642,80.55,73,73,2.3
320,Mogadishu,SO,2022-11-25 22:11:41,2.0371,45.3438,79.18,76,37,9.6
321,Eureka,US,2022-11-25 22:11:42,40.8021,-124.1637,62.26,52,65,1.99
322,Palmer,US,2022-11-25 22:11:42,42.1584,-72.3287,48.24,63,40,18.41
323,Bartica,GY,2022-11-25 22:12:42,6.4,-58.6167,79.12,93,100,2.91
324,Makakilo City,US,2022-11-25 22:12:43,21.3469,-158.0858,79.12,46,0,16.11
325,Poum,NC,2022-11-25 22:12:43,-20.2333,164.0167,76.08,77,92,10.49
326,Qaqortoq,GL,2022-11-25 22:12:44,60.7167,-46.0333,34.36,61,96,12.01
327,Timra,SE,2022-11-25 22:12:44,62.487,17.3257,32.68,93,100,3.44
328,Methoni,GR,2022-11-25 22:12:44,36.8197,21.7049,54.21,54,4,3.83
329,Ladan,UA,2022-11-25 22:12:20,50.5196,32.5818,38.59,91,100,9.95
330,Touros,BR,2022-11-25 22:12:45,-5.1989,-35.4608,79.12,75,50,12.35
331,Kiama,AU,2022-11-25 22:10:57,-34.6833,150.8667,68.58,69,41,1.01
332,Grindavik,IS,2022-11-25 22:12:45,63.8424,-22.4338,41.47,75,0,14.97
333,Riyadh,SA,2022-11-25 22:12:46,24.6877,46.7219,68.14,35,0,9.06
334,Pisco,PE,2022-11-25 22:12:46,-13.7,-76.2167,73.45,68,0,16.11
335,Puerto Madero,MX,2022-11-25 22:12:46,14.7208,-92.4215,88.0,62,20,11.5
336,Arroyo,ES,2022-11-25 22:12:47,41.6096,-4.7969,40.14,89,0,2.3
337,Lavrentiya,RU,2022-11-25 22:12:47,65.5833,-171.0,15.35,87,100,9.91
338,Jelenia Gora,PL,2022-11-25 22:12:47,50.8997,15.729,41.47,85,100,3.65
339,Kigali,RW,2022-11-25 22:12:48,-1.95,30.0588,65.68,88,75,3.44
340,Bardiyah,LY,2022-11-25 22:12:48,31.7561,25.0865,63.14,62,3,13.38
341,Nago,JP,2022-11-25 22:12:48,26.5881,127.9761,68.45,88,100,11.32
342,Tromso,NO,2022-11-25 22:12:49,69.6496,18.957,27.37,86,0,3.44
343,Tasiilaq,GL,2022-11-25 22:12:49,65.6145,-37.6368,37.56,72,100,34.72
344,Souillac,MU,2022-11-25 22:12:50,-20.5167,57.5167,75.58,78,40,5.75
345,Trebinje,BA,2022-11-25 22:12:50,42.7119,18.3442,53.96,33,0,5.75
346,Morehead,US,2022-11-25 22:12:50,37.2711,-87.1764,50.99,71,40,3.44
347,Bilma,NE,2022-11-25 22:12:51,18.6853,12.9164,68.07,20,70,2.53
348,Marystown,CA,2022-11-25 22:12:51,47.1666,-55.1483,31.03,84,52,7.52
349,Kresttsy,RU,2022-11-25 22:12:51,58.2452,32.5165,16.11,90,71,7.83
350,Pasighat,IN,2022-11-25 22:12:52,28.0667,95.3333,60.01,58,4,3.02
351,Karaton,ID,2022-11-25 22:12:52,-6.3424,106.1045,74.12,93,97,4.9
352,Lisakovsk,KZ,2022-11-25 22:12:52,52.5369,62.4936,-7.37,96,11,7.09
353,Atar,MR,2022-11-25 22:12:53,20.5169,-13.0499,76.14,14,80,7.99
354,Taoudenni,ML,2022-11-25 22:12:53,22.6783,-3.9836,76.08,15,100,8.88
355,Faanui,PF,2022-11-25 22:12:53,-16.4833,-151.75,78.89,73,47,15.32
356,Coos Bay,US,2022-11-25 22:12:54,43.3665,-124.2179,54.23,90,100,5.75
357,Coquimbo,CL,2022-11-25 22:12:54,-29.9533,-71.3436,64.13,72,0,12.66
358,Tiksi,RU,2022-11-25 22:12:54,71.6872,128.8694,-20.13,97,100,8.05
359,Luanda,AO,2022-11-25 22:12:55,-8.8368,13.2343,77.0,83,20,4.61
360,Vila,PT,2022-11-25 22:12:55,42.0304,-8.1588,40.08,91,99,3.58
361,San Rafael,AR,2022-11-25 22:12:56,-34.6177,-68.3301,91.02,19,54,3.67
362,Anadyr,RU,2022-11-25 22:12:56,64.75,177.4833,9.1,78,40,4.47
363,Ambilobe,MG,2022-11-25 22:12:56,-13.2,49.05,74.21,67,10,5.17
364,Ponta Delgada,PT,2022-11-25 22:12:57,37.7333,-25.6667,69.49,88,75,20.71
365,Codrington,AU,2022-11-25 22:12:57,-38.2667,141.9667,66.09,65,100,19.33
366,Bara,NG,2022-11-25 22:12:57,10.3744,10.7288,72.88,26,3,7.72
367,Vestmannaeyjar,IS,2022-11-25 22:12:58,63.4427,-20.2734,44.42,70,71,15.64
368,Mount Isa,AU,2022-11-25 22:12:01,-20.7333,139.5,83.97,39,11,0.0
369,Xichang,CN,2022-11-25 22:12:58,27.8964,102.2634,45.59,81,0,0.87
370,Eyrarbakki,IS,2022-11-25 22:13:58,63.863,-21.1481,41.2,75,25,16.11
371,Westport,US,2022-11-25 22:13:59,41.1415,-73.3579,53.42,68,0,8.99
372,Srandakan,ID,2022-11-25 22:13:59,-7.9386,110.2506,76.69,87,100,0.6
373,Leshukonskoye,RU,2022-11-25 22:14:00,64.8989,45.7622,-4.18,100,100,3.31
374,Marsh Harbour,BS,2022-11-25 22:14:00,26.5412,-77.0636,79.68,72,10,8.03
375,Marrakesh,MA,2022-11-25 22:11:24,31.6315,-8.0083,66.27,42,40,3.44
376,Slave Lake,CA,2022-11-25 22:14:00,55.2834,-114.769,36.93,53,50,17.0
377,Viedma,AR,2022-11-25 22:14:01,-40.8135,-62.9967,84.42,21,45,15.82
378,Lazeshchyna,UA,2022-11-25 22:14:01,48.2685,24.4201,20.12,97,57,2.64
379,Mehamn,NO,2022-11-25 22:14:01,71.0357,27.8492,28.31,86,0,8.05
380,Santo Domingo,DO,2022-11-25 22:10:25,18.5001,-69.9886,82.08,86,40,1.99
381,Mount Gambier,AU,2022-11-25 22:14:02,-37.8333,140.7667,68.59,48,100,15.88
382,Chimbote,PE,2022-11-25 22:11:56,-9.0853,-78.5783,69.75,78,18,9.06
383,Kalmunai,LK,2022-11-25 22:14:02,7.4167,81.8167,76.96,84,93,4.9
384,Wajima,JP,2022-11-25 22:14:03,37.4,136.9,62.22,72,61,22.84
385,Znamenskoye,RU,2022-11-25 22:14:03,57.1281,73.8282,-17.09,91,6,6.38
386,Vila Velha,BR,2022-11-25 22:14:03,-20.3297,-40.2925,71.55,96,100,4.61
387,Nhulunbuy,AU,2022-11-25 22:14:04,-12.2333,136.7667,84.81,74,84,0.0
388,Banamba,ML,2022-11-25 22:14:04,13.55,-7.45,74.23,19,33,7.34
389,Haverfordwest,GB,2022-11-25 22:14:04,51.8017,-4.9691,53.06,85,92,3.0
390,Kavieng,PG,2022-11-25 22:14:05,-2.5744,150.7967,82.83,67,59,4.54
391,Axim,GH,2022-11-25 22:14:05,4.8699,-2.2405,79.41,83,1,9.24
392,Carutapera,BR,2022-11-25 22:14:06,-1.195,-46.02,79.14,79,94,6.93
393,Vysokogornyy,RU,2022-11-25 22:14:06,50.1167,139.15,23.11,97,100,3.33
394,Korla,CN,2022-11-25 22:14:06,41.7597,86.1469,32.34,54,4,3.62
395,Bubaque,GW,2022-11-25 22:14:07,11.2833,-15.8333,82.58,62,100,6.76
396,Gornopravdinsk,RU,2022-11-25 22:14:07,60.05,69.9,-26.95,99,6,1.57
397,Puerto Madryn,AR,2022-11-25 22:14:07,-42.7692,-65.0385,88.38,21,53,5.44
398,Chhabra,IN,2022-11-25 22:14:08,24.6667,76.8333,59.34,39,1,2.62
399,Rio Grande,BR,2022-11-25 22:14:08,-32.035,-52.0986,77.11,73,3,11.95
400,Caconda,AO,2022-11-25 22:14:08,-13.7333,15.0667,61.59,95,100,8.88
401,Bacalan,PH,2022-11-25 22:14:09,11.5464,122.0849,76.14,86,70,9.42
402,Pangnirtung,CA,2022-11-25 22:14:09,66.1451,-65.7125,-1.3,75,72,6.76
403,West Bay,KY,2022-11-25 22:14:10,19.3667,-81.4167,86.07,80,20,9.22
404,Callaway,US,2022-11-25 22:14:10,30.153,-85.5699,75.99,87,40,8.05
405,Quchan,IR,2022-11-25 22:14:10,37.106,58.5095,47.46,40,4,5.55
406,Keuruu,FI,2022-11-25 22:14:11,62.2667,24.7,23.81,95,91,4.94
407,Sioux Lookout,CA,2022-11-25 22:09:52,50.1001,-91.917,35.04,82,65,11.54
408,Panorama,GR,2022-11-25 22:14:11,40.5878,23.0315,49.12,55,0,10.0
409,Ardakan,IR,2022-11-25 22:14:12,32.31,54.0175,58.48,32,0,2.98
410,Tessalit,ML,2022-11-25 22:14:12,20.1986,1.0114,70.27,17,59,8.32
411,Svetlyy,RU,2022-11-25 22:14:12,54.675,20.1347,30.25,92,97,4.34
412,Yining,CN,2022-11-25 22:14:13,29.0361,114.5636,56.93,96,0,0.92
413,San Policarpo,PH,2022-11-25 22:14:13,12.1791,125.5072,80.19,83,52,6.71
414,North Bend,US,2022-11-25 22:14:14,43.4065,-124.2243,54.16,89,100,5.75
415,Simao,CN,2022-11-25 22:15:14,22.7886,100.9748,57.7,98,93,0.94
416,Kokoda,PG,2022-11-25 22:15:14,-8.8785,147.7407,81.12,79,100,2.73
417,Necochea,AR,2022-11-25 22:15:15,-38.5473,-58.7368,68.97,44,34,18.1
418,Alakurtti,RU,2022-11-25 22:15:15,66.9672,30.3491,17.15,95,100,3.33
419,Svetlaya,RU,2022-11-25 22:15:15,46.5389,138.3297,36.16,82,100,6.89
420,Namatanai,PG,2022-11-25 22:15:16,-3.6667,152.4333,83.1,66,94,2.35
421,Kayes,ML,2022-11-25 22:15:16,14.0,-11.0,83.28,14,100,6.26
422,Loreto,MX,2022-11-25 22:11:56,22.2667,-101.9667,73.81,24,54,19.04
423,Celestun,MX,2022-11-25 22:15:17,20.8667,-90.4,84.07,73,45,12.35
424,San Quintin,MX,2022-11-25 22:15:17,30.4833,-115.95,69.49,24,0,5.79
425,Yushu,CN,2022-11-25 22:15:17,44.8,126.5333,21.02,55,100,15.32
426,Yaring,TH,2022-11-25 22:15:18,6.8662,101.3689,76.64,87,100,4.12
427,Coihaique,CL,2022-11-25 22:12:34,-45.5752,-72.0662,61.41,41,40,10.36
428,Puerto Del Rosario,ES,2022-11-25 22:14:31,28.5004,-13.8627,69.55,83,20,17.27
429,Hirara,JP,2022-11-25 22:15:19,24.8,125.2833,71.87,88,75,2.3
430,Ocos,GT,2022-11-25 22:15:19,14.5094,-92.1933,87.98,69,100,3.15
431,Karratha,AU,2022-11-25 22:15:19,-20.7377,116.8463,78.67,41,33,8.48
432,Yola,NG,2022-11-25 22:15:20,9.2,12.4833,77.05,23,1,1.19
433,Shelburne,CA,2022-11-25 22:15:20,44.0787,-80.2041,36.05,94,100,14.81
434,Russell,US,2022-11-25 22:15:21,32.3502,-85.1999,62.2,88,100,0.0
435,Roma,US,2022-11-25 22:15:21,43.2128,-75.4557,40.68,88,100,12.66
436,Okhotsk,RU,2022-11-25 22:15:21,59.3833,143.3,-7.2,88,65,16.4
437,Nelson Bay,AU,2022-11-25 22:15:22,-32.7167,152.15,68.09,76,67,13.0
438,Dandong,CN,2022-11-25 22:15:22,40.1292,124.3947,30.47,50,0,12.15
439,Meadow Lake,US,2022-11-25 22:15:22,34.8014,-106.5436,52.5,25,4,6.62
440,Ubinskoye,RU,2022-11-25 22:15:23,55.3068,79.6802,-16.4,92,47,12.62
441,Ardahan,TR,2022-11-25 22:15:23,41.1087,42.7022,37.17,94,100,4.18
442,Ambanja,MG,2022-11-25 22:15:23,-13.6833,48.45,74.93,87,12,1.25
443,Zhongshan,CN,2022-11-25 22:15:24,21.3226,110.5829,74.01,94,85,10.13
444,Dmitriyevka,RU,2022-11-25 22:15:24,54.75,55.3333,26.15,85,100,12.41
445,Inegol,TR,2022-11-25 22:15:25,40.0781,29.5133,45.68,95,100,1.07
446,Chitral,PK,2022-11-25 22:15:25,35.8462,71.7858,48.79,47,92,6.29
447,Ostrovnoy,RU,2022-11-25 22:15:25,68.0531,39.5131,24.13,80,84,26.64
448,Hamilton,US,2022-11-25 22:11:41,39.1834,-84.5333,54.14,55,0,6.91
449,Gunjur,GM,2022-11-25 22:15:26,13.2019,-16.7339,81.97,49,100,8.68
450,Morros,BR,2022-11-25 22:13:29,-9.4467,-46.3003,73.81,80,72,1.03
451,Karema,TZ,2022-11-25 22:15:26,-6.8205,30.4389,74.59,69,28,2.1
452,Bullhead City,US,2022-11-25 22:15:27,35.1478,-114.5683,71.94,16,40,17.27
453,Fairmont,US,2022-11-25 22:15:27,39.4851,-80.1426,49.37,64,20,1.01
454,Weligama,LK,2022-11-25 22:15:27,5.9667,80.4167,74.84,90,99,2.75
455,Tarakan,ID,2022-11-25 22:15:28,3.3,117.6333,74.7,94,75,4.61
456,Urumqi,CN,2022-11-25 22:15:28,43.801,87.6005,25.75,93,75,4.47
457,Socorro,US,2022-11-25 22:15:28,31.6546,-106.3033,50.02,71,100,4.61
458,Pital,CO,2022-11-25 22:15:29,2.2665,-75.8044,77.56,76,86,0.69
459,Beian,NO,2022-11-25 22:16:29,63.6559,9.5683,44.69,57,0,24.16
460,Honningsvag,NO,2022-11-25 22:16:29,70.9821,25.9704,29.95,74,0,17.27
461,Tafalla,ES,2022-11-25 22:16:30,42.5269,-1.6745,46.4,80,22,6.69
462,Betera,ES,2022-11-25 22:16:30,39.5833,-0.45,59.25,46,0,16.11
463,Taltal,CL,2022-11-25 22:16:30,-25.4,-70.4833,69.73,64,35,5.14
464,Khandyga,RU,2022-11-25 22:16:31,62.6667,135.6,-46.59,100,98,1.83
465,Parrsboro,CA,2022-11-25 22:16:31,45.4001,-64.332,45.7,70,100,5.99
466,Vardo,NO,2022-11-25 22:16:32,70.3705,31.1107,26.58,86,100,14.97
467,Biltine,TD,2022-11-25 22:16:32,14.5333,20.9167,73.04,14,31,12.66
468,Campamento,HN,2022-11-25 22:16:32,14.55,-86.65,78.1,56,13,3.83
469,A Coruna,ES,2022-11-25 22:16:33,43.3713,-8.396,52.56,90,0,8.05
470,Petropavlovsk-Kamchatskiy,RU,2022-11-25 22:16:33,53.0452,158.6483,9.19,72,0,6.71
471,Marienburg,PL,2022-11-25 22:16:33,54.0359,19.0266,33.57,96,99,2.57
472,Sochi,RU,2022-11-25 22:16:34,43.6,39.7303,60.89,64,100,6.17
473,Novoilinsk,RU,2022-11-25 22:16:34,51.6829,108.7143,-2.69,90,100,2.93
474,Clearwater,US,2022-11-25 22:12:03,27.9659,-82.8001,80.22,80,0,8.05
475,Jiaozuo,CN,2022-11-25 22:16:34,35.2397,113.2331,49.03,47,0,4.43
476,Kizukuri,JP,2022-11-25 22:16:35,40.8061,140.3861,57.61,74,31,14.45
477,Alappuzha,IN,2022-11-25 22:16:35,9.49,76.3264,76.48,84,97,7.85
478,Asfi,MA,2022-11-25 22:16:35,32.2994,-9.2372,65.79,72,50,13.24
479,Port Hedland,AU,2022-11-25 22:16:36,-20.3167,118.5667,78.85,78,84,4.61
480,Sorong,ID,2022-11-25 22:16:36,-0.8833,131.25,79.83,83,100,5.19
481,Porto Walter,BR,2022-11-25 22:16:37,-8.2686,-72.7439,72.14,98,100,3.38
482,Aras,ES,2022-11-25 22:16:37,42.5617,-2.356,37.81,93,0,6.91
483,Maracaju,BR,2022-11-25 22:16:38,-21.6144,-55.1683,80.82,44,3,10.38
484,Nandigama,IN,2022-11-25 22:16:38,16.7833,80.3,72.63,95,63,2.98
485,Evinayong,GQ,2022-11-25 22:16:38,1.4368,10.5512,67.5,99,96,2.46
486,Egvekinot,RU,2022-11-25 22:16:39,66.3167,-179.1667,0.57,81,100,12.41
487,Ukiah,US,2022-11-25 22:16:39,39.1502,-123.2078,73.44,29,0,9.22
488,Sinjar,IQ,2022-11-25 22:16:39,36.3209,41.8754,55.4,83,99,6.69
489,Yarim,YE,2022-11-25 22:16:40,14.298,44.3779,50.31,52,21,4.27
490,Tual,ID,2022-11-25 22:16:40,-5.6667,132.75,82.89,74,86,6.17
491,Smithers,CA,2022-11-25 22:16:41,54.7804,-127.1743,37.72,81,75,0.0
492,Voh,NC,2022-11-25 22:16:41,-20.9667,164.7,76.53,67,100,5.75
493,Sal Rei,CV,2022-11-25 22:16:41,16.1833,-22.9167,75.94,66,0,17.63
494,Teya,RU,2022-11-25 22:16:42,60.3778,92.6267,-32.42,100,100,3.24
495,Skjervoy,NO,2022-11-25 22:16:42,70.0311,20.9714,24.8,54,100,7.52
496,Patharia,IN,2022-11-25 22:16:42,23.9,79.2,56.86,42,24,2.55
497,Raudeberg,NO,2022-11-25 22:16:43,61.9875,5.1352,49.87,53,97,14.47
498,Healesville,AU,2022-11-25 22:16:43,-37.65,145.5167,70.7,56,99,4.0
499,Bestobe,KZ,2022-11-25 22:16:44,52.4994,73.0975,-6.99,98,75,11.56
500,Evensk,RU,2022-11-25 22:12:19,61.95,159.2333,-15.29,81,82,9.55
501,Bell Ville,AR,2022-11-25 22:12:35,-32.6259,-62.6887,98.67,14,28,10.56
502,Monrovia,LR,2022-11-25 22:15:47,6.3005,-10.7969,79.16,82,3,7.99
503,Sindgi,IN,2022-11-25 22:16:45,16.9167,76.2333,76.17,49,97,8.88
504,Regina,CA,2022-11-25 22:17:45,50.4501,-104.6178,41.11,68,100,4.61
505,Porteirinha,BR,2022-11-25 22:17:46,-15.7433,-43.0283,69.85,91,100,3.27
506,Nouakchott,MR,2022-11-25 22:17:01,18.0858,-15.9785,75.13,31,40,7.76
507,Mandan,US,2022-11-25 22:17:46,46.8267,-100.8896,45.01,63,0,12.66
508,Luchegorsk,RU,2022-11-25 22:17:46,46.4764,134.2569,29.57,92,98,9.66
509,Sao Jose De Ribamar,BR,2022-11-25 22:16:41,-2.5619,-44.0542,84.58,78,71,12.95
510,Yulara,AU,2022-11-25 22:17:47,-25.2406,130.9889,71.24,72,100,1.92
511,Berdigestyakh,RU,2022-11-25 22:17:47,62.0989,126.6992,-44.07,100,100,0.65
512,Rocha,UY,2022-11-25 22:15:26,-34.4833,-54.3333,65.61,91,8,8.05
513,Zarate,AR,2022-11-25 22:17:48,-34.0981,-59.0286,81.14,68,0,8.99
514,Penzance,GB,2022-11-25 22:17:48,50.1186,-5.5371,52.48,82,100,17.29
515,Phan Thiet,VN,2022-11-25 22:17:48,10.9333,108.1,75.25,91,77,4.65
516,Le Port,RE,2022-11-25 22:17:49,-20.9373,55.2919,73.4,55,2,2.84
517,Bakchar,RU,2022-11-25 22:17:49,57.0186,82.0711,-19.95,94,67,8.21
518,Adre,TD,2022-11-25 22:17:50,13.4667,22.2,69.82,14,1,15.57
519,Peace River,CA,2022-11-25 22:17:50,56.2501,-117.286,39.51,52,75,17.27
520,Derzhavinsk,KZ,2022-11-25 22:17:50,51.1,66.3167,2.14,86,5,10.22
521,Vityazevo,RU,2022-11-25 22:17:51,44.9931,37.2719,50.43,93,75,7.0
522,Sinnamary,GF,2022-11-25 22:17:51,5.3833,-52.95,78.85,84,98,7.27
523,Nachod,CZ,2022-11-25 22:17:52,50.4167,16.1629,40.75,95,87,2.73
524,Kiboga,UG,2022-11-25 22:17:52,0.9161,31.7742,63.39,94,96,0.85
525,Guanare,VE,2022-11-25 22:17:52,9.0418,-69.7421,78.8,84,92,1.83
526,Gulariya,NP,2022-11-25 22:17:53,28.2333,81.3333,59.07,78,2,3.36
527,Hambantota,LK,2022-11-25 22:17:53,6.1241,81.1185,76.17,86,89,4.63
528,Douglas,US,2022-11-25 22:15:47,41.3,-96.167,54.95,38,0,11.5
529,Sirjan,IR,2022-11-25 22:17:53,29.452,55.6814,51.96,41,0,3.87
530,Acapulco,MX,2022-11-25 22:14:11,16.8634,-99.8901,85.82,66,40,8.05
531,Nosy Varika,MG,2022-11-25 22:17:54,-20.5833,48.5333,71.82,88,95,3.94
532,Zeya,RU,2022-11-25 22:17:54,53.75,127.2667,0.52,87,100,5.08
533,Sola,VU,2022-11-25 22:17:55,-13.8833,167.55,81.82,71,58,9.33
534,Portomaggiore,IT,2022-11-25 22:17:55,44.6985,11.8068,49.98,93,100,4.23
535,Dicabisagan,PH,2022-11-25 22:17:55,17.0818,122.4157,73.9,71,85,4.7
536,Ucluelet,CA,2022-11-25 22:15:49,48.9329,-125.5528,51.1,80,76,5.01
537,Marblehead,US,2022-11-25 22:17:56,42.5001,-70.8578,51.03,77,100,11.5
538,Alyangula,AU,2022-11-25 22:17:56,-13.8483,136.4192,84.09,72,74,8.68
539,Laguna,US,2022-11-25 22:17:57,38.421,-121.4238,74.17,37,0,3.44
540,Dovolnoye,RU,2022-11-25 22:17:57,54.4958,79.6671,-13.88,91,63,12.84
541,Aksarayskiy,RU,2022-11-25 22:17:58,46.7924,48.0119,42.37,76,100,20.76
542,Auki,SB,2022-11-25 22:17:58,-8.7676,160.7034,83.43,70,96,1.72
543,Stornoway,GB,2022-11-25 22:17:58,58.2093,-6.3865,48.16,85,40,9.22
544,Pontianak,ID,2022-11-25 22:17:59,-0.0333,109.3333,75.18,94,40,3.44
545,Mineros,BO,2022-11-25 22:17:59,-17.1167,-63.2333,95.74,16,0,7.85
546,Begoro,GH,2022-11-25 22:17:59,6.3871,-0.3774,71.89,73,11,3.51
547,Shimoda,JP,2022-11-25 22:18:00,34.6667,138.95,57.11,81,100,9.57
548,Ahipara,NZ,2022-11-25 22:18:00,-35.1667,173.1667,64.13,62,73,5.77
549,Banda Aceh,ID,2022-11-25 22:18:00,5.5577,95.3222,78.87,75,100,12.84
550,Zomin,UZ,2022-11-25 22:18:01,39.9606,68.3958,45.37,56,99,0.74
551,Savannah Bight,HN,2022-11-25 22:19:01,16.45,-85.85,81.27,79,8,16.55
552,Sierra Vista,US,2022-11-25 22:19:01,31.5545,-110.3037,54.5,30,0,12.66
553,Rancho Palos Verdes,US,2022-11-25 22:19:02,33.7445,-118.387,78.46,21,0,10.36
554,San Vicente,AR,2022-11-25 22:19:02,-26.6167,-54.1333,68.58,56,0,3.89
555,Pochutla,MX,2022-11-25 22:19:03,15.7432,-96.4661,87.62,63,65,6.31
556,Aktash,RU,2022-11-25 22:19:03,50.3,87.7333,10.35,94,100,5.21
557,Padang,ID,2022-11-25 22:19:03,-0.9492,100.3543,73.45,87,98,2.77
